paper_id,doi,title,field,coded_value,source_quotation,source_location
W003,10.1145/3397482.3450732,Stress Detection by Machine Learning and Wearable Sensors,metric_aggregation,mean across held-out participants,"[window_seconds,window_overlap_pct] ""The preprocessed data was segmented using a sliding window algorithm with 10 seconds, without overlapping for all the sensor signals except ACC.""; [split_type,n_test_subjects] ""The feature dataset was further split into training and testing using leave-one-participant-out cross-validation, i.e., data from one participant was used for testing the model and the data from all remaining participants were used for training the model. After splitting""; [metric_aggregation] ""the final accuracy is reported as the mean of all the testing accuracies where one participant is left out for testing and others for training in each iteration.""; [n_subjects_used] ""This dataset is a collection of motion data and physiological data from 15 partici- pants.""; [sensor_location] ""Since the combination of features from both devices does not make much difference, the chest data has been further used in this work.""; [modalities,feature_type] ""The statistical features – standard deviation, mean, minimum, and maximum values – were computed for each 10-second window on raw ECG, EMG, EDA, RESP, and TEMP sig- nals.""; [model_family,task_n_classes,class_definition] ""Five machine learning algorithms (Random Forest, k-Nearest Neigh- bor, Linear Discriminant Analysis, AdaBoost and Support Vector Machine) were used and their performances were compared. Two types of classifications were performed: three-class (neutral vs. stress vs. amusement) and binary classification (stress vs. non- stress).""; [metric_name] ""Due to this imbalance in the dataset, accuracy is not chosen as the primary evaluation metric, whereas F1-score was used as the main eval- uation metric.""",§3.1 Data and Preprocessing (PDF p. 2); §3.2 Feature Extraction (PDF p. 2); §3.3 Classification (PDF p. 2); §3.4 Evaluation Metric (PDF p. 2)
W004,10.1109/sips47522.2019.9020321,Feature Selection Framework for XGBoost Based on Electrodermal Activity in Stress Detection,window_seconds,60,"[window_seconds,hop_seconds,n_subjects_used] ""We segment the samples with 60 seconds window size and overlap the window in 30 seconds, shifting in half proportion of each segments. Total 1041 segments are generated with 15 subjects.""; [split_type] ""We employ leave-one-subject-out as our cross-validation scheme, where the classiﬁcation models are trained using all data but a previously unseen subject which is used in testing.""; [window_overlap_pct] ""We segment the samples with 60 seconds window size and overlap the window in 30 seconds, shifting in half proportion of each segments.""; [modalities,sensor_location,feature_type] ""All EDA signals (chest and wrist) are processed into different signal representa- tion, such as time, frequency, entropy and wavelet domain.""; [model_family] ""we implement XGBoost as our clas- siﬁcation model to predict stress class because of its ability""; [task_n_classes,class_definition] ""Out of these segments, 70.1% belongs to the non- stress class and 29.9% represents the stress condition.""",§III-C Segmentation (PDF p. 3); §III-C Segmentation Dataset (PDF p. 3); §IV-C (PDF p. 4); §V Experiment Setup and Results (PDF p. 4); §V-A Classification Results: evaluation setup (PDF p. 5)
W004,10.1109/sips47522.2019.9020321,Feature Selection Framework for XGBoost Based on Electrodermal Activity in Stress Detection,hop_seconds,30,"[window_seconds,hop_seconds,n_subjects_used] ""We segment the samples with 60 seconds window size and overlap the window in 30 seconds, shifting in half proportion of each segments. Total 1041 segments are generated with 15 subjects.""; [split_type] ""We employ leave-one-subject-out as our cross-validation scheme, where the classiﬁcation models are trained using all data but a previously unseen subject which is used in testing.""; [window_overlap_pct] ""We segment the samples with 60 seconds window size and overlap the window in 30 seconds, shifting in half proportion of each segments.""; [modalities,sensor_location,feature_type] ""All EDA signals (chest and wrist) are processed into different signal representa- tion, such as time, frequency, entropy and wavelet domain.""; [model_family] ""we implement XGBoost as our clas- siﬁcation model to predict stress class because of its ability""; [task_n_classes,class_definition] ""Out of these segments, 70.1% belongs to the non- stress class and 29.9% represents the stress condition.""",§III-C Segmentation (PDF p. 3); §III-C Segmentation Dataset (PDF p. 3); §IV-C (PDF p. 4); §V Experiment Setup and Results (PDF p. 4); §V-A Classification Results: evaluation setup (PDF p. 5)
W004,10.1109/sips47522.2019.9020321,Feature Selection Framework for XGBoost Based on Electrodermal Activity in Stress Detection,window_overlap_pct,50,"[window_seconds,hop_seconds,n_subjects_used] ""We segment the samples with 60 seconds window size and overlap the window in 30 seconds, shifting in half proportion of each segments. Total 1041 segments are generated with 15 subjects.""; [split_type] ""We employ leave-one-subject-out as our cross-validation scheme, where the classiﬁcation models are trained using all data but a previously unseen subject which is used in testing.""; [window_overlap_pct] ""We segment the samples with 60 seconds window size and overlap the window in 30 seconds, shifting in half proportion of each segments.""; [modalities,sensor_location,feature_type] ""All EDA signals (chest and wrist) are processed into different signal representa- tion, such as time, frequency, entropy and wavelet domain.""; [model_family] ""we implement XGBoost as our clas- siﬁcation model to predict stress class because of its ability""; [task_n_classes,class_definition] ""Out of these segments, 70.1% belongs to the non- stress class and 29.9% represents the stress condition.""",§III-C Segmentation (PDF p. 3); §III-C Segmentation Dataset (PDF p. 3); §IV-C (PDF p. 4); §V Experiment Setup and Results (PDF p. 4); §V-A Classification Results: evaluation setup (PDF p. 5)
W004,10.1109/sips47522.2019.9020321,Feature Selection Framework for XGBoost Based on Electrodermal Activity in Stress Detection,split_type,loso,"[window_seconds,hop_seconds,n_subjects_used] ""We segment the samples with 60 seconds window size and overlap the window in 30 seconds, shifting in half proportion of each segments. Total 1041 segments are generated with 15 subjects.""; [split_type] ""We employ leave-one-subject-out as our cross-validation scheme, where the classiﬁcation models are trained using all data but a previously unseen subject which is used in testing.""; [window_overlap_pct] ""We segment the samples with 60 seconds window size and overlap the window in 30 seconds, shifting in half proportion of each segments.""; [modalities,sensor_location,feature_type] ""All EDA signals (chest and wrist) are processed into different signal representa- tion, such as time, frequency, entropy and wavelet domain.""; [model_family] ""we implement XGBoost as our clas- siﬁcation model to predict stress class because of its ability""; [task_n_classes,class_definition] ""Out of these segments, 70.1% belongs to the non- stress class and 29.9% represents the stress condition.""",§III-C Segmentation (PDF p. 3); §III-C Segmentation Dataset (PDF p. 3); §IV-C (PDF p. 4); §V Experiment Setup and Results (PDF p. 4); §V-A Classification Results: evaluation setup (PDF p. 5)
W005,10.1109/jiot.2023.3265768,Stress Detection Using Context-Aware Sensor Fusion From Wearable Devices,window_seconds,60,"[Dataset §V-A] ""The dataset contains data for a total of 15 subjects""; the chest sensors are ""ACC, ECG, RESP, EMG, EDA, TEMP"" and the wrist sensors are ""ACC BVP, EDA, TEMP"". The classes are ""(i) baseline (neutral), (ii) amusement, and (iii) stress""; for the 2-class problem, ""baseline and amusement are grouped together in the non-stress class"". [Methods §V-B.1] the signals are ""segmented by a window of 60 seconds of data with a sliding length of 5 seconds"". [Methods §V-B.3] the wrist branches use ""Random Forest (RF)"" and the chest branches use ""the AdaBoost classifier""; ""All classifiers are trained using leave-one-subject-out (LOSO) validation."" [Results §V-D] the method achieves ""86.34%"" wrist 3-class accuracy and ""94.12%"" wrist 2-class accuracy, and achieves ""86.19%"" chest 3-class and ""93.68%"" chest 2-class accuracy.
[Dataset §V-A] ""The dataset contains data for a total of 15 subjects""; the chest sensors are ""ACC, ECG, RESP, EMG, EDA, TEMP"" and the wrist sensors are ""ACC BVP, EDA, TEMP"". The classes are ""(i) baseline (neutral), (ii) amusement, and (iii) stress""; for the 2-class problem, ""baseline and amusement are grouped together in the non-stress class"". [Methods §V-B.1] the signals are ""segmented by a window of 60 seconds of data with a sliding length of 5 seconds"". [Methods §V-B.3] the wrist branches use ""Random Forest (RF)"" and the chest branches use ""the AdaBoost classifier""; ""All classifiers are trained using leave-one-subject-out (LOSO) validation."" [Results §V-D] the method achieves ""86.34%"" wrist 3-class accuracy and ""94.12%"" wrist 2-class accuracy, and achieves ""86.19%"" chest 3-class and ""93.68%"" chest 2-class accuracy.
[Dataset §V-A] ""The dataset contains data for a total of 15 subjects""; the chest sensors are ""ACC, ECG, RESP, EMG, EDA, TEMP"" and the wrist sensors are ""ACC BVP, EDA, TEMP"". The classes are ""(i) baseline (neutral), (ii) amusement, and (iii) stress""; for the 2-class problem, ""baseline and amusement are grouped together in the non-stress class"". [Methods §V-B.1] the signals are ""segmented by a window of 60 seconds of data with a sliding length of 5 seconds"". [Methods §V-B.3] the wrist branches use ""Random Forest (RF)"" and the chest branches use ""the AdaBoost classifier""; ""All classifiers are trained using leave-one-subject-out (LOSO) validation."" [Results §V-D] the method achieves ""86.34%"" wrist 3-class accuracy and ""94.12%"" wrist 2-class accuracy, and achieves ""86.19%"" chest 3-class and ""93.68%"" chest 2-class accuracy.
[Dataset §V-A] ""The dataset contains data for a total of 15 subjects""; the chest sensors are ""ACC, ECG, RESP, EMG, EDA, TEMP"" and the wrist sensors are ""ACC BVP, EDA, TEMP"". The classes are ""(i) baseline (neutral), (ii) amusement, and (iii) stress""; for the 2-class problem, ""baseline and amusement are grouped together in the non-stress class"". [Methods §V-B.1] the signals are ""segmented by a window of 60 seconds of data with a sliding length of 5 seconds"". [Methods §V-B.3] the wrist branches use ""Random Forest (RF)"" and the chest branches use ""the AdaBoost classifier""; ""All classifiers are trained using leave-one-subject-out (LOSO) validation."" [Results §V-D] the method achieves ""86.34%"" wrist 3-class accuracy and ""94.12%"" wrist 2-class accuracy, and achieves ""86.19%"" chest 3-class and ""93.68%"" chest 2-class accuracy.",§V-A Dataset; §§V-B.1 and V-B.3 Training and Implementation; §V-D Experimental Results (arXiv:2303.08215)
W005,10.1109/jiot.2023.3265768,Stress Detection Using Context-Aware Sensor Fusion From Wearable Devices,hop_seconds,5,"[Dataset §V-A] ""The dataset contains data for a total of 15 subjects""; the chest sensors are ""ACC, ECG, RESP, EMG, EDA, TEMP"" and the wrist sensors are ""ACC BVP, EDA, TEMP"". The classes are ""(i) baseline (neutral), (ii) amusement, and (iii) stress""; for the 2-class problem, ""baseline and amusement are grouped together in the non-stress class"". [Methods §V-B.1] the signals are ""segmented by a window of 60 seconds of data with a sliding length of 5 seconds"". [Methods §V-B.3] the wrist branches use ""Random Forest (RF)"" and the chest branches use ""the AdaBoost classifier""; ""All classifiers are trained using leave-one-subject-out (LOSO) validation."" [Results §V-D] the method achieves ""86.34%"" wrist 3-class accuracy and ""94.12%"" wrist 2-class accuracy, and achieves ""86.19%"" chest 3-class and ""93.68%"" chest 2-class accuracy.
[Dataset §V-A] ""The dataset contains data for a total of 15 subjects""; the chest sensors are ""ACC, ECG, RESP, EMG, EDA, TEMP"" and the wrist sensors are ""ACC BVP, EDA, TEMP"". The classes are ""(i) baseline (neutral), (ii) amusement, and (iii) stress""; for the 2-class problem, ""baseline and amusement are grouped together in the non-stress class"". [Methods §V-B.1] the signals are ""segmented by a window of 60 seconds of data with a sliding length of 5 seconds"". [Methods §V-B.3] the wrist branches use ""Random Forest (RF)"" and the chest branches use ""the AdaBoost classifier""; ""All classifiers are trained using leave-one-subject-out (LOSO) validation."" [Results §V-D] the method achieves ""86.34%"" wrist 3-class accuracy and ""94.12%"" wrist 2-class accuracy, and achieves ""86.19%"" chest 3-class and ""93.68%"" chest 2-class accuracy.
[Dataset §V-A] ""The dataset contains data for a total of 15 subjects""; the chest sensors are ""ACC, ECG, RESP, EMG, EDA, TEMP"" and the wrist sensors are ""ACC BVP, EDA, TEMP"". The classes are ""(i) baseline (neutral), (ii) amusement, and (iii) stress""; for the 2-class problem, ""baseline and amusement are grouped together in the non-stress class"". [Methods §V-B.1] the signals are ""segmented by a window of 60 seconds of data with a sliding length of 5 seconds"". [Methods §V-B.3] the wrist branches use ""Random Forest (RF)"" and the chest branches use ""the AdaBoost classifier""; ""All classifiers are trained using leave-one-subject-out (LOSO) validation."" [Results §V-D] the method achieves ""86.34%"" wrist 3-class accuracy and ""94.12%"" wrist 2-class accuracy, and achieves ""86.19%"" chest 3-class and ""93.68%"" chest 2-class accuracy.
[Dataset §V-A] ""The dataset contains data for a total of 15 subjects""; the chest sensors are ""ACC, ECG, RESP, EMG, EDA, TEMP"" and the wrist sensors are ""ACC BVP, EDA, TEMP"". The classes are ""(i) baseline (neutral), (ii) amusement, and (iii) stress""; for the 2-class problem, ""baseline and amusement are grouped together in the non-stress class"". [Methods §V-B.1] the signals are ""segmented by a window of 60 seconds of data with a sliding length of 5 seconds"". [Methods §V-B.3] the wrist branches use ""Random Forest (RF)"" and the chest branches use ""the AdaBoost classifier""; ""All classifiers are trained using leave-one-subject-out (LOSO) validation."" [Results §V-D] the method achieves ""86.34%"" wrist 3-class accuracy and ""94.12%"" wrist 2-class accuracy, and achieves ""86.19%"" chest 3-class and ""93.68%"" chest 2-class accuracy.",§V-A Dataset; §§V-B.1 and V-B.3 Training and Implementation; §V-D Experimental Results (arXiv:2303.08215)
W005,10.1109/jiot.2023.3265768,Stress Detection Using Context-Aware Sensor Fusion From Wearable Devices,split_type,loso,"[Dataset §V-A] ""The dataset contains data for a total of 15 subjects""; the chest sensors are ""ACC, ECG, RESP, EMG, EDA, TEMP"" and the wrist sensors are ""ACC BVP, EDA, TEMP"". The classes are ""(i) baseline (neutral), (ii) amusement, and (iii) stress""; for the 2-class problem, ""baseline and amusement are grouped together in the non-stress class"". [Methods §V-B.1] the signals are ""segmented by a window of 60 seconds of data with a sliding length of 5 seconds"". [Methods §V-B.3] the wrist branches use ""Random Forest (RF)"" and the chest branches use ""the AdaBoost classifier""; ""All classifiers are trained using leave-one-subject-out (LOSO) validation."" [Results §V-D] the method achieves ""86.34%"" wrist 3-class accuracy and ""94.12%"" wrist 2-class accuracy, and achieves ""86.19%"" chest 3-class and ""93.68%"" chest 2-class accuracy.
[Dataset §V-A] ""The dataset contains data for a total of 15 subjects""; the chest sensors are ""ACC, ECG, RESP, EMG, EDA, TEMP"" and the wrist sensors are ""ACC BVP, EDA, TEMP"". The classes are ""(i) baseline (neutral), (ii) amusement, and (iii) stress""; for the 2-class problem, ""baseline and amusement are grouped together in the non-stress class"". [Methods §V-B.1] the signals are ""segmented by a window of 60 seconds of data with a sliding length of 5 seconds"". [Methods §V-B.3] the wrist branches use ""Random Forest (RF)"" and the chest branches use ""the AdaBoost classifier""; ""All classifiers are trained using leave-one-subject-out (LOSO) validation."" [Results §V-D] the method achieves ""86.34%"" wrist 3-class accuracy and ""94.12%"" wrist 2-class accuracy, and achieves ""86.19%"" chest 3-class and ""93.68%"" chest 2-class accuracy.
[Dataset §V-A] ""The dataset contains data for a total of 15 subjects""; the chest sensors are ""ACC, ECG, RESP, EMG, EDA, TEMP"" and the wrist sensors are ""ACC BVP, EDA, TEMP"". The classes are ""(i) baseline (neutral), (ii) amusement, and (iii) stress""; for the 2-class problem, ""baseline and amusement are grouped together in the non-stress class"". [Methods §V-B.1] the signals are ""segmented by a window of 60 seconds of data with a sliding length of 5 seconds"". [Methods §V-B.3] the wrist branches use ""Random Forest (RF)"" and the chest branches use ""the AdaBoost classifier""; ""All classifiers are trained using leave-one-subject-out (LOSO) validation."" [Results §V-D] the method achieves ""86.34%"" wrist 3-class accuracy and ""94.12%"" wrist 2-class accuracy, and achieves ""86.19%"" chest 3-class and ""93.68%"" chest 2-class accuracy.
[Dataset §V-A] ""The dataset contains data for a total of 15 subjects""; the chest sensors are ""ACC, ECG, RESP, EMG, EDA, TEMP"" and the wrist sensors are ""ACC BVP, EDA, TEMP"". The classes are ""(i) baseline (neutral), (ii) amusement, and (iii) stress""; for the 2-class problem, ""baseline and amusement are grouped together in the non-stress class"". [Methods §V-B.1] the signals are ""segmented by a window of 60 seconds of data with a sliding length of 5 seconds"". [Methods §V-B.3] the wrist branches use ""Random Forest (RF)"" and the chest branches use ""the AdaBoost classifier""; ""All classifiers are trained using leave-one-subject-out (LOSO) validation."" [Results §V-D] the method achieves ""86.34%"" wrist 3-class accuracy and ""94.12%"" wrist 2-class accuracy, and achieves ""86.19%"" chest 3-class and ""93.68%"" chest 2-class accuracy.",§V-A Dataset; §§V-B.1 and V-B.3 Training and Implementation; §V-D Experimental Results (arXiv:2303.08215)
W008,10.1186/s12911-020-01299-4,Stress detection using deep neural networks,split_type,random_sample,"[Methods] ""The entire dataset was randomly scrambled and divided into a training dataset and a testing dataset with a 7 to 3 ratio."" [Results] ""The deep convolutional neural network achieved 99.80% and 99.55% accuracy rates for binary and 3-class classification, respectively.""
[Results] ""For the case of using all physiological signals except signals from the ACC sensor, the proposed deep neural network achieved an accuracy rate of 97.48%"" for 3-class emotion classification using chest-worn sensors.
[Results] ""For the case of using all physiological signals, including signals from the ACC sensor, the proposed deep neural network achieved an accuracy rate of 99.65%"" for 3-class emotion classification using wrist-worn sensors.
[Results] ""For the case of using all physiological signals except signals from the ACC sensor, the proposed deep neural network achieved an accuracy rate of 97.62%"" for 3-class emotion classification using wrist-worn sensors.",Methods—Neural network training; Abstract/Results
W010,10.1109/access.2021.3057578,Intelligent Stress Monitoring Assistant for First Responders,window_seconds,60,"[window_seconds,hop_seconds] ""After normalization, another sliding window of 60 seconds is used to extract the time slice of interest. This 60-second window extracts a time slice every 0.25 seconds to be used as the input to the TCN.""; [split_type,n_subjects_used,n_train_subjects,n_test_subjects,metric_aggregation] ""we adopted a leave-one-subject-out-cross-validation (LOOSCV) for performance evaluation. For the WESAD dataset, which contains 15 subjects, the LOOSCV per- forms 15-fold cross-validation. Each fold is separated into a 14:1 split, 14 subjects used for training and the remaining subject for validation. This process is repeated for each sub- ject, and the performance is evaluated based on the arithmetic mean of the 15 folds.""; [split_detail] ""In this vali- dation procedure, 90% of the data is randomly sampled to be used as training and the remaining 10% is used for testing. This process is repeated for 10 rounds with the results being averaged.""; [resampling_applied] ""Since each of the signals is collected at different frequen- cies, we have chosen to normalize the sampling rate using the lowest frequency (4Hz for TEMP and EDA signal of the wrist sensor).""; [model_family,feature_type] ""For time-series data, the best hand-crafted features for clas- siﬁcation are generally the mean, peaks, and moments at the selected time interval; however, given the Res-TCN, the fea- tures extracted is obtained through supervised machine- learning. The feature output of the Res-TCN is 1×64 feature vector.""",§VI-B Residual TCN (PDF p. 8); §VII-B (PDF p. 9); §VII-B Pre-processing and Segmentation (PDF p. 9); §VII-C Implementation and Training (PDF p. 9)
W010,10.1109/access.2021.3057578,Intelligent Stress Monitoring Assistant for First Responders,hop_seconds,0.25,"[window_seconds,hop_seconds] ""After normalization, another sliding window of 60 seconds is used to extract the time slice of interest. This 60-second window extracts a time slice every 0.25 seconds to be used as the input to the TCN.""; [split_type,n_subjects_used,n_train_subjects,n_test_subjects,metric_aggregation] ""we adopted a leave-one-subject-out-cross-validation (LOOSCV) for performance evaluation. For the WESAD dataset, which contains 15 subjects, the LOOSCV per- forms 15-fold cross-validation. Each fold is separated into a 14:1 split, 14 subjects used for training and the remaining subject for validation. This process is repeated for each sub- ject, and the performance is evaluated based on the arithmetic mean of the 15 folds.""; [split_detail] ""In this vali- dation procedure, 90% of the data is randomly sampled to be used as training and the remaining 10% is used for testing. This process is repeated for 10 rounds with the results being averaged.""; [resampling_applied] ""Since each of the signals is collected at different frequen- cies, we have chosen to normalize the sampling rate using the lowest frequency (4Hz for TEMP and EDA signal of the wrist sensor).""; [model_family,feature_type] ""For time-series data, the best hand-crafted features for clas- siﬁcation are generally the mean, peaks, and moments at the selected time interval; however, given the Res-TCN, the fea- tures extracted is obtained through supervised machine- learning. The feature output of the Res-TCN is 1×64 feature vector.""",§VI-B Residual TCN (PDF p. 8); §VII-B (PDF p. 9); §VII-B Pre-processing and Segmentation (PDF p. 9); §VII-C Implementation and Training (PDF p. 9)
W010,10.1109/access.2021.3057578,Intelligent Stress Monitoring Assistant for First Responders,split_type,loso,"[window_seconds,hop_seconds] ""After normalization, another sliding window of 60 seconds is used to extract the time slice of interest. This 60-second window extracts a time slice every 0.25 seconds to be used as the input to the TCN.""; [split_type,n_subjects_used,n_train_subjects,n_test_subjects,metric_aggregation] ""we adopted a leave-one-subject-out-cross-validation (LOOSCV) for performance evaluation. For the WESAD dataset, which contains 15 subjects, the LOOSCV per- forms 15-fold cross-validation. Each fold is separated into a 14:1 split, 14 subjects used for training and the remaining subject for validation. This process is repeated for each sub- ject, and the performance is evaluated based on the arithmetic mean of the 15 folds.""; [split_detail] ""In this vali- dation procedure, 90% of the data is randomly sampled to be used as training and the remaining 10% is used for testing. This process is repeated for 10 rounds with the results being averaged.""; [resampling_applied] ""Since each of the signals is collected at different frequen- cies, we have chosen to normalize the sampling rate using the lowest frequency (4Hz for TEMP and EDA signal of the wrist sensor).""; [model_family,feature_type] ""For time-series data, the best hand-crafted features for clas- siﬁcation are generally the mean, peaks, and moments at the selected time interval; however, given the Res-TCN, the fea- tures extracted is obtained through supervised machine- learning. The feature output of the Res-TCN is 1×64 feature vector.""",§VI-B Residual TCN (PDF p. 8); §VII-B (PDF p. 9); §VII-B Pre-processing and Segmentation (PDF p. 9); §VII-C Implementation and Training (PDF p. 9)
W010,10.1109/access.2021.3057578,Intelligent Stress Monitoring Assistant for First Responders,metric_aggregation,arithmetic mean of 15 subject folds,"[window_seconds,hop_seconds] ""After normalization, another sliding window of 60 seconds is used to extract the time slice of interest. This 60-second window extracts a time slice every 0.25 seconds to be used as the input to the TCN.""; [split_type,n_subjects_used,n_train_subjects,n_test_subjects,metric_aggregation] ""we adopted a leave-one-subject-out-cross-validation (LOOSCV) for performance evaluation. For the WESAD dataset, which contains 15 subjects, the LOOSCV per- forms 15-fold cross-validation. Each fold is separated into a 14:1 split, 14 subjects used for training and the remaining subject for validation. This process is repeated for each sub- ject, and the performance is evaluated based on the arithmetic mean of the 15 folds.""; [split_detail] ""In this vali- dation procedure, 90% of the data is randomly sampled to be used as training and the remaining 10% is used for testing. This process is repeated for 10 rounds with the results being averaged.""; [resampling_applied] ""Since each of the signals is collected at different frequen- cies, we have chosen to normalize the sampling rate using the lowest frequency (4Hz for TEMP and EDA signal of the wrist sensor).""; [model_family,feature_type] ""For time-series data, the best hand-crafted features for clas- siﬁcation are generally the mean, peaks, and moments at the selected time interval; however, given the Res-TCN, the fea- tures extracted is obtained through supervised machine- learning. The feature output of the Res-TCN is 1×64 feature vector.""",§VI-B Residual TCN (PDF p. 8); §VII-B (PDF p. 9); §VII-B Pre-processing and Segmentation (PDF p. 9); §VII-C Implementation and Training (PDF p. 9)
W011,10.1109/ijcnn55064.2022.9892953,MoStress: a Sequence Model for Stress Classification,window_seconds,30; 60; 90,"[normalization,normalization_source,evaluated_recording_stats] ""we chose a normalization method based on the mean and standard deviation, which is the z-score normalization. We applied the algorithm in each window, which consists of Equation 8:""; [split_type,n_train_subjects,n_test_subjects] ""After attributing a single label for all available windows, we used all windows and their respective labels from 14 subjects and used as input for the model. The remaining subject was used as validation data for the trained model to predict.""; [window_seconds,hop_seconds] ""we tested MoStress with a window size of 30 seconds, 1 minute and 1.5 minutes, and we use the sliding window step of 1 second, and the biggest window achieved the better results.""; [sensor_location] ""However, we only used the data collected from the chest sensor in our models and also discarded the accelerometer data""; [task_n_classes,class_definition] ""Since the model aims to classify between baseline, stress, and amusement, the neural network needs to have the parameters fitted to those specific states.""; [resampling_applied] ""In order to clean the data and avoid aliasing issues, we used only 1 point of data for each 100 points.""; [model_family,feature_type] ""The final step of MoStress Pipeline is an RNN model which take as input the pre-processed data from the previous steps and perform the classification task, on this paper, the three-class classification problem. In order to achieve a better architecture or the RNN model, we fist started with a baseline model. The baseline model created for the three-class classification problem is shown in Figure 4. This model is consisted of 128 LSTM or GRU neurons (both types were tested) fully connected with three dense neurons, one for each class in the problem.""",§V-A Fourier Analysis (PDF p. 4); §V-B Rolling Z-Score Normalization (PDF p. 4); §V-C Window’s Labels (PDF p. 5); §V-E RNN Architecture (PDF p. 6); §VI Experimental Evaluation (PDF p. 7); §VI-A Methodology (PDF p. 7)
W011,10.1109/ijcnn55064.2022.9892953,MoStress: a Sequence Model for Stress Classification,hop_seconds,1,"[normalization,normalization_source,evaluated_recording_stats] ""we chose a normalization method based on the mean and standard deviation, which is the z-score normalization. We applied the algorithm in each window, which consists of Equation 8:""; [split_type,n_train_subjects,n_test_subjects] ""After attributing a single label for all available windows, we used all windows and their respective labels from 14 subjects and used as input for the model. The remaining subject was used as validation data for the trained model to predict.""; [window_seconds,hop_seconds] ""we tested MoStress with a window size of 30 seconds, 1 minute and 1.5 minutes, and we use the sliding window step of 1 second, and the biggest window achieved the better results.""; [sensor_location] ""However, we only used the data collected from the chest sensor in our models and also discarded the accelerometer data""; [task_n_classes,class_definition] ""Since the model aims to classify between baseline, stress, and amusement, the neural network needs to have the parameters fitted to those specific states.""; [resampling_applied] ""In order to clean the data and avoid aliasing issues, we used only 1 point of data for each 100 points.""; [model_family,feature_type] ""The final step of MoStress Pipeline is an RNN model which take as input the pre-processed data from the previous steps and perform the classification task, on this paper, the three-class classification problem. In order to achieve a better architecture or the RNN model, we fist started with a baseline model. The baseline model created for the three-class classification problem is shown in Figure 4. This model is consisted of 128 LSTM or GRU neurons (both types were tested) fully connected with three dense neurons, one for each class in the problem.""",§V-A Fourier Analysis (PDF p. 4); §V-B Rolling Z-Score Normalization (PDF p. 4); §V-C Window’s Labels (PDF p. 5); §V-E RNN Architecture (PDF p. 6); §VI Experimental Evaluation (PDF p. 7); §VI-A Methodology (PDF p. 7)
W011,10.1109/ijcnn55064.2022.9892953,MoStress: a Sequence Model for Stress Classification,split_type,fixed_subject_holdout,"[normalization,normalization_source,evaluated_recording_stats] ""we chose a normalization method based on the mean and standard deviation, which is the z-score normalization. We applied the algorithm in each window, which consists of Equation 8:""; [split_type,n_train_subjects,n_test_subjects] ""After attributing a single label for all available windows, we used all windows and their respective labels from 14 subjects and used as input for the model. The remaining subject was used as validation data for the trained model to predict.""; [window_seconds,hop_seconds] ""we tested MoStress with a window size of 30 seconds, 1 minute and 1.5 minutes, and we use the sliding window step of 1 second, and the biggest window achieved the better results.""; [sensor_location] ""However, we only used the data collected from the chest sensor in our models and also discarded the accelerometer data""; [task_n_classes,class_definition] ""Since the model aims to classify between baseline, stress, and amusement, the neural network needs to have the parameters fitted to those specific states.""; [resampling_applied] ""In order to clean the data and avoid aliasing issues, we used only 1 point of data for each 100 points.""; [model_family,feature_type] ""The final step of MoStress Pipeline is an RNN model which take as input the pre-processed data from the previous steps and perform the classification task, on this paper, the three-class classification problem. In order to achieve a better architecture or the RNN model, we fist started with a baseline model. The baseline model created for the three-class classification problem is shown in Figure 4. This model is consisted of 128 LSTM or GRU neurons (both types were tested) fully connected with three dense neurons, one for each class in the problem.""",§V-A Fourier Analysis (PDF p. 4); §V-B Rolling Z-Score Normalization (PDF p. 4); §V-C Window’s Labels (PDF p. 5); §V-E RNN Architecture (PDF p. 6); §VI Experimental Evaluation (PDF p. 7); §VI-A Methodology (PDF p. 7)
W011,10.1109/ijcnn55064.2022.9892953,MoStress: a Sequence Model for Stress Classification,normalization_source,current window,"[normalization,normalization_source,evaluated_recording_stats] ""we chose a normalization method based on the mean and standard deviation, which is the z-score normalization. We applied the algorithm in each window, which consists of Equation 8:""; [split_type,n_train_subjects,n_test_subjects] ""After attributing a single label for all available windows, we used all windows and their respective labels from 14 subjects and used as input for the model. The remaining subject was used as validation data for the trained model to predict.""; [window_seconds,hop_seconds] ""we tested MoStress with a window size of 30 seconds, 1 minute and 1.5 minutes, and we use the sliding window step of 1 second, and the biggest window achieved the better results.""; [sensor_location] ""However, we only used the data collected from the chest sensor in our models and also discarded the accelerometer data""; [task_n_classes,class_definition] ""Since the model aims to classify between baseline, stress, and amusement, the neural network needs to have the parameters fitted to those specific states.""; [resampling_applied] ""In order to clean the data and avoid aliasing issues, we used only 1 point of data for each 100 points.""; [model_family,feature_type] ""The final step of MoStress Pipeline is an RNN model which take as input the pre-processed data from the previous steps and perform the classification task, on this paper, the three-class classification problem. In order to achieve a better architecture or the RNN model, we fist started with a baseline model. The baseline model created for the three-class classification problem is shown in Figure 4. This model is consisted of 128 LSTM or GRU neurons (both types were tested) fully connected with three dense neurons, one for each class in the problem.""",§V-A Fourier Analysis (PDF p. 4); §V-B Rolling Z-Score Normalization (PDF p. 4); §V-C Window’s Labels (PDF p. 5); §V-E RNN Architecture (PDF p. 6); §VI Experimental Evaluation (PDF p. 7); §VI-A Methodology (PDF p. 7)
